0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+00,2.142683149344205991e-05
4.800000000000000711e+00,1.000000000000000000e+00,5.285663089606927253e-03
5.600000000000000533e+00,1.000000000000000000e+00,7.542352820865930174e-02
6.400000000000000355e+00,1.000000000000000000e+00,3.426023311470317578e-01
7.200000000000000178e+00,1.000000000000000000e+00,8.501272642069508390e-01
8.000000000000000000e+00,1.000000000000000000e+00,1.473413755214363574e+00
8.800000000000000711e+00,1.000000000000000000e+00,2.042382430976055652e+00
9.600000000000001421e+00,1.000000000000000000e+00,2.461701777559022197e+00
1.040000000000000036e+01,1.000000000000000000e+00,2.724681612985698997e+00
1.120000000000000107e+01,1.000000000000000000e+00,2.870104933484304066e+00
1.200000000000000000e+01,1.000000000000000000e+00,2.942806149539851202e+00
1.280000000000000071e+01,1.000000000000000000e+00,2.976270195166329291e+00
1.360000000000000142e+01,1.000000000000000000e+00,2.990648444122146365e+00
1.440000000000000036e+01,1.000000000000000000e+00,2.996476544551141874e+00
1.520000000000000107e+01,1.000000000000000000e+00,2.998723803176180258e+00
1.600000000000000000e+01,1.000000000000000056e-01,2.999534333926662910e+00
1.680000000000000071e+01,1.000000000000000056e-01,2.995091544518376114e+00
1.760000000000000142e+01,1.000000000000000056e-01,2.932068906098466154e+00
1.840000000000000213e+01,1.000000000000000056e-01,2.691641840498308458e+00
1.920000000000000284e+01,1.000000000000000056e-01,2.234880405686266336e+00
2.000000000000000000e+01,1.000000000000000056e-01,1.673926072180004887e+00
2.080000000000000071e+01,1.000000000000000056e-01,1.161855372091870287e+00
2.160000000000000142e+01,1.000000000000000056e-01,7.844682266833885587e-01
2.240000000000000213e+01,1.000000000000000056e-01,5.477864661188301953e-01
2.320000000000000284e+01,1.000000000000000056e-01,4.169055069677869985e-01
2.400000000000000000e+01,5.000000000000000000e-01,3.514830041985684828e-01
2.480000000000000071e+01,5.000000000000000000e-01,3.234711248537999184e-01
2.560000000000000142e+01,5.000000000000000000e-01,3.385858237600387621e-01
2.640000000000000213e+01,5.000000000000000000e-01,4.402120830132160156e-01
2.720000000000000284e+01,5.000000000000000000e-01,6.411995071082415842e-01
2.800000000000000000e+01,5.000000000000000000e-01,8.897672119015734848e-01
2.880000000000000071e+01,5.000000000000000000e-01,1.117089094171652475e+00
2.960000000000000142e+01,5.000000000000000000e-01,1.284725534309500983e+00
3.040000000000000213e+01,5.000000000000000000e-01,1.389887019698272885e+00
3.120000000000000284e+01,5.000000000000000000e-01,1.448046473565852477e+00
3.200000000000000000e+01,5.000000000000000000e-01,1.477123840923528109e+00
3.280000000000000426e+01,5.000000000000000000e-01,1.490508498720242825e+00
3.360000000000000142e+01,5.000000000000000000e-01,1.496259528987046172e+00
3.439999999999999858e+01,5.000000000000000000e-01,1.498590668636980539e+00
3.520000000000000284e+01,5.000000000000000000e-01,1.499489524439446830e+00
3.600000000000000000e+01,5.000000000000000000e-01,1.499821430845917902e+00
3.680000000000000426e+01,5.000000000000000000e-01,1.499939435311579805e+00
3.760000000000000142e+01,5.000000000000000000e-01,1.499980018389561742e+00
3.840000000000000568e+01,5.000000000000000000e-01,1.499993565232649928e+00
3.920000000000000284e+01,5.000000000000000000e-01,1.499997978298481804e+00
4.000000000000000000e+01,5.000000000000000000e-01,1.499999382044784779e+00
