,Time,T1,T2,Q1,Q2
56,56.01,26.06,24.45,35.0,0.0
57,57.01,26.39,24.45,35.0,0.0
58,58.0,26.39,24.45,35.0,0.0
59,59.01,26.39,24.45,35.0,0.0
60,60.0,26.71,24.45,35.0,0.0
61,61.01,26.71,24.45,35.0,0.0
62,62.01,26.71,24.45,35.0,0.0
63,63.0,27.03,24.45,35.0,0.0
64,64.0,27.03,24.45,35.0,0.0
65,65.01,27.35,24.45,35.0,0.0
66,66.01,27.35,24.45,35.0,0.0
67,67.01,27.35,24.45,35.0,0.0
68,68.01,27.35,24.45,35.0,0.0
69,69.01,27.67,24.45,35.0,0.0
70,70.0,27.67,24.45,35.0,0.0
71,71.01,28.0,24.45,35.0,0.0
72,72.0,28.0,24.45,35.0,0.0
73,73.0,28.0,24.45,35.0,0.0
74,74.01,28.32,24.45,35.0,0.0
75,75.01,28.32,24.45,35.0,0.0
76,76.0,28.64,24.45,35.0,0.0
77,77.01,28.64,24.45,35.0,0.0
78,78.01,28.64,24.45,35.0,0.0
79,79.0,28.96,24.45,35.0,0.0
80,80.01,28.96,24.77,35.0,0.0
81,81.0,29.29,24.45,35.0,0.0
82,82.02,29.29,24.77,35.0,0.0
83,83.01,29.61,24.77,35.0,0.0
84,84.01,29.61,24.77,35.0,0.0
85,85.0,29.61,24.77,35.0,0.0
86,86.01,29.93,24.77,35.0,0.0
87,87.01,29.93,24.77,35.0,0.0
88,88.0,30.25,24.77,35.0,0.0
89,89.01,30.25,24.77,35.0,0.0
90,90.01,30.25,24.77,35.0,0.0
91,91.0,30.57,24.77,35.0,0.0
92,92.0,30.57,24.77,35.0,0.0
93,93.0,30.9,24.77,35.0,0.0
94,94.01,30.9,24.77,35.0,0.0
95,95.01,30.9,24.77,35.0,0.0
96,96.0,31.22,24.77,35.0,0.0
97,97.01,31.22,24.77,35.0,0.0
98,98.0,31.54,24.77,35.0,0.0
99,99.02,31.54,25.1,35.0,0.0
100,100.01,31.86,25.1,35.0,0.0
101,101.01,31.86,24.77,35.0,0.0
102,102.01,32.19,25.1,35.0,0.0
103,103.02,32.19,25.1,35.0,0.0
104,104.0,32.19,25.1,35.0,0.0
105,105.01,32.51,25.1,35.0,0.0
106,106.01,32.51,25.1,35.0,0.0
107,107.0,32.51,25.1,35.0,0.0
108,108.01,32.83,25.1,35.0,0.0
109,109.01,32.83,25.1,35.0,0.0
110,110.01,32.83,25.1,35.0,0.0
111,111.01,33.15,25.1,35.0,0.0
